delivery_date,bill_of_lading,terminal,customer,product,volume_litres,carrier
12/24/24,8146120283,AU TERM KEWDALE,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37601.00,SMB
12/26/24,8146131180,AU TERM KEWDALE,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,37601.00,SMB
01/04/25,8146214944,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
01/08/25,8146254417,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
01/10/25,8146300822,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
01/14/25,8146340887,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
01/16/25,8146382748,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
01/28/25,8146510749,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
02/10/25,8146674319,AU TERM KEWDALE,LINFOX HAZELMERE (DEL),ULSD 10PPM,37601.00,SMB
02/11/25,8146700268,AU TERM KEWDALE,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37601.00,SMB
02/22/25,8146858211,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
02/26/25,8146903243,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37601.00,SMB
03/16/25,8147122183,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
04/01/25,8147357493,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
04/03/25,8147418753,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37601.00,SMB
04/22/25,8147622251,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
05/05/25,8147848082,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,37601.00,SMB
05/24/25,8148108498,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
06/12/25,8148383916,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
06/16/25,8148426720,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
06/22/25,8148532651,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37601.00,SMB
01/10/24,8141385613,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,37602.00,SMB
01/31/24,8141633337,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,37602.00,SMB
02/04/24,8141660312,AU THDPTY COOGEE ROCKINGHAM,AWR - KWINANA - A25713,BP ULTIMATE DIESEL,37602.00,SMB
04/08/24,8142469474,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37602.00,SMB
05/07/24,8142891538,AU TERM KEWDALE,BGC THE LAKES,ULSD 10PPM,37602.00,SMB
05/28/24,8143193948,AU TERM KEWDALE,AWR FORRESTFIELD T70 CARRIER,BP ULTIMATE DIESEL,37602.00,SMB
06/17/24,8143443173,AU TERM KEWDALE,CHARLES HULL WAGERUP,ULSD 10PPM,37602.00,SMB
07/04/24,8143712692,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,37602.00,SMB
07/21/24,8143942920,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37602.00,SMB
08/06/24,8144172417,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37602.00,SMB
08/24/24,8144408177,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37602.00,SMB
10/14/24,8145128996,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37602.00,SMB
11/06/24,8145423165,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37602.00,SMB
11/20/24,8145575899,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37602.00,SMB
12/23/24,8146081539,AU TERM KEWDALE,AWR FORRESTFIELD T70 CARRIER,BP ULTIMATE DIESEL,37602.00,SMB
12/30/24,8146143665,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37602.00,SMB
02/21/25,8146842304,AU TERM KEWDALE,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37602.00,SMB
03/27/25,8147317182,AU TERM KEWDALE,LINFOX HAZELMERE (DEL),ULSD 10PPM,37602.00,SMB
04/21/25,8147621959,AU TERM KEWDALE,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,37602.00,SMB
04/23/25,8147690391,AU TERM KEWDALE,BGC THE LAKES,ULSD 10PPM,37602.00,SMB
05/31/25,8148220446,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37602.00,SMB
06/03/25,8148226836,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37602.00,SMB
06/09/25,8148353475,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37602.00,SMB
02/12/24,8141770609,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37603.00,SMB
02/13/24,8141795664,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37603.00,SMB
03/29/24,8142366003,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37603.00,SMB
04/23/24,8142647027,AU TERM KEWDALE,KARARA MINING LIMITED MINE SITE,ULSD 10PPM,37603.00,SMB
04/26/24,8142738332,AU THDPTY COOGEE ROCKINGHAM,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,37603.00,SMB
06/19/24,8143506758,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37603.00,SMB
06/25/24,8143594595,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 WORSLEY REFINERY MAIN,ULSD 10PPM,37603.00,SMB
06/27/24,8143605974,AU THDPTY COOGEE ROCKINGHAM,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,37603.00,SMB
07/06/24,8143745472,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37603.00,SMB
09/12/24,8144689196,AU TERM KEWDALE,CHARLES HULL WAGERUP,ULSD 10PPM,37603.00,SMB
10/10/24,8145100078,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37603.00,SMB
12/02/24,8145795818,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37603.00,SMB
12/19/24,8146049802,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37603.00,SMB
12/19/24,8146049802,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37603.00,SMB
12/22/24,8146081191,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37603.00,SMB
12/31/24,8146184425,AU TERM KEWDALE,CHARLES HULL - COOLUP,ULSD 10PPM,37603.00,SMB
01/13/25,8146313012,AU TERM KEWDALE,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,37603.00,SMB
01/27/25,8146488193,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37603.00,SMB
01/30/25,8146551115,AU TERM KEWDALE,KARARA MINING LIMITED MINE SITE,BP ULTIMATE DIESEL,37603.00,SMB
03/08/25,8147019623,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37603.00,SMB
04/27/25,8147710821,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37603.00,SMB
05/05/25,8147821630,AU TERM KEWDALE,CHARLES HULL-WAROONA EX KEWDALE,ULSD 10PPM,37603.00,SMB
05/19/25,8148027565,AU THDPTY COOGEE ROCKINGHAM,AWR KWINANA A25713,BP ULTIMATE DIESEL,37603.00,SMB
06/02/25,8148227790,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37603.00,SMB
01/11/24,8141373306,AU TERM KEWDALE,CHARLES HULL WAGERUP,ULSD 10PPM,37604.00,SMB
01/25/24,8141489666,AU TERM KEWDALE,TALISON LITHIUM MSA,BP ULTIMATE DIESEL,37604.00,SMB
03/11/24,8142124820,AU THDPTY COOGEE ROCKINGHAM,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,37604.00,SMB
04/10/24,8142530335,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37604.00,SMB
05/01/24,8142817300,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37604.00,SMB
06/05/24,8143277664,AU TERM KEWDALE,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,37604.00,SMB
07/07/24,8143747310,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37604.00,SMB
11/11/24,8145538896,AU TERM KEWDALE,AWR FORRESTFIELD T70 CARRIER,BP ULTIMATE DIESEL,37604.00,SMB
11/12/24,8145543240,AU TERM KEWDALE,CHARLES HULL WAGERUP,ULSD 10PPM,37604.00,SMB
11/22/24,8145657877,AU TERM KEWDALE,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,37604.00,SMB
11/29/24,8145744969,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37604.00,SMB
12/12/24,8145965112,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37604.00,SMB
01/21/25,8146419685,AU THDPTY COOGEE ROCKINGHAM,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,37604.00,SMB
01/22/25,8146415135,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37604.00,SMB
02/12/25,8146716997,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37604.00,SMB
02/16/25,8146748769,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37604.00,SMB
03/18/25,8147182676,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37604.00,SMB
04/02/25,8147327456,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37604.00,SMB
04/07/25,8147397215,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37604.00,SMB
04/23/24,8142710475,AU TERM KEWDALE,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,37605.00,SMB
04/23/24,8142652526,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37605.00,SMB
06/13/24,8143408750,AU TERM KEWDALE,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,37605.00,SMB
09/09/24,8144633834,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37605.00,SMB
10/08/24,8145062365,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37605.00,SMB
12/20/24,8146006676,AU TERM KEWDALE,PIACENTINI - TIWEST PROJECT CATABY,ULSD 10PPM,37605.00,SMB
01/15/25,8146281161,AU THDPTY COOGEE ROCKINGHAM,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,37605.00,SMB
04/21/25,188864,AU TERM KEWDALE,CHARLES HULL - COOLUP,ULSD 10PPM,37605.00,SMB
04/30/25,8147749436,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37605.00,SMB
01/08/24,8141332301,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37606.00,SMB
01/29/24,8141565505,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37606.00,SMB
03/14/24,8142141145,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL WAGERUP EX COOGEE,ULSD 10PPM,37606.00,SMB
04/16/24,8142595298,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37606.00,SMB
04/25/24,86417,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37606.00,SMB
04/30/24,8142796198,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37606.00,SMB
05/24/24,8143132826,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37606.00,SMB
07/03/24,8143698235,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37606.00,SMB
08/26/24,8144434442,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37606.00,SMB
08/26/24,327848/327849,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37606.00,SMB
12/19/24,8146049804,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37606.00,SMB
12/19/24,8146049804,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37606.00,SMB
02/25/25,8146856933,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37606.00,SMB
01/12/24,8141403995,AU THDPTY COOGEE ROCKINGHAM,AWR - KWINANA - A25713,BP ULTIMATE DIESEL,37607.00,SMB
01/20/24,8141500289,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37607.00,SMB
02/09/24,8141749526,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37607.00,SMB
04/11/24,8142525448,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37607.00,SMB
05/25/24,8143148964,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37607.00,SMB
06/08/24,8143318913,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37607.00,SMB
08/10/24,8144224132,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37607.00,SMB
10/09/24,8145098741,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,37607.00,SMB
10/09/24,8145081578,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37607.00,SMB
10/26/24,8145277159,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37607.00,SMB
04/02/25,8147383812,AU TERM KEWDALE,CHARLES HULL - COOLUP,ULSD 10PPM,37607.00,SMB
05/27/25,8148148131,AU TERM KEWDALE,AWR KWINANA A25713,BP ULTIMATE DIESEL,37607.00,SMB
03/12/24,8142139774,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37608.00,SMB
04/16/24,8142619072,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37608.00,SMB
06/18/24,8143475362,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37608.00,SMB
10/05/24,8145019823,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37608.00,SMB
11/23/24,8145685633,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37608.00,SMB
12/13/24,8145950104,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37608.00,SMB
12/13/24,8145950104,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37608.00,SMB
12/14/24,8145982684,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37608.00,SMB
12/14/24,8145982684,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37608.00,SMB
12/19/24,8146049621,AU THDPTY COOGEE ROCKINGHAM,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,37608.00,SMB
12/19/24,8146049621,AU THDPTY COOGEE ROCKINGHAM,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,37608.00,SMB
05/21/25,8148072063,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37608.00,SMB
02/15/24,8141824610,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37609.00,SMB
02/15/24,8141824610,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37609.00,SMB
03/09/24,8142124961,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37609.00,SMB
05/06/24,8142889672,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37609.00,SMB
05/13/24,8142989362,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37609.00,SMB
05/23/24,8143117226,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37609.00,SMB
06/07/24,8143318895,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL COOLUP EX COOGEE,ULSD 10PPM,37609.00,SMB
07/13/24,8143825047,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37609.00,SMB
07/16/24,8143872563,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37609.00,SMB
07/23/24,8143962381,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37609.00,SMB
08/12/24,8144238552,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37609.00,SMB
08/31/24,8144521847,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37609.00,SMB
09/21/24,8144809446,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37609.00,SMB
12/05/24,8145856039,AU THDPTY COOGEE ROCKINGHAM,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,37609.00,SMB
12/07/24,8145876305,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37609.00,SMB
01/11/25,8146311232,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37609.00,SMB
01/20/25,8146403092,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37609.00,SMB
01/22/24,8141503390,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL COOLUP EX COOGEE,ULSD 10PPM,37610.00,SMB
01/23/24,8141509885,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37610.00,SMB
06/13/24,8143409508,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37610.00,SMB
10/08/24,8145066431,AU THDPTY COOGEE ROCKINGHAM,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,37610.00,SMB
03/01/25,8146937101,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37610.00,SMB
06/06/25,8148272828,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37610.00,SMB
03/06/24,8142076516,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37611.00,SMB
03/06/24,8142077960,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL WAGERUP,ULSD 10PPM,37611.00,SMB
03/30/24,8142369594,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37611.00,SMB
12/12/24,8145966107,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37611.00,SMB
12/18/24,8146049800,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37611.00,SMB
12/18/24,8146049800,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37611.00,SMB
12/30/24,8146144121,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37611.00,SMB
02/04/25,8146623791,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL WAGERUP EX COOGEE,ULSD 10PPM,37611.00,SMB
02/21/25,8146824048,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL COOLUP EX COOGEE,ULSD 10PPM,37611.00,SMB
05/09/25,8147912206,AU THDPTY COOGEE ROCKINGHAM,AWR KWINANA A25713,BP ULTIMATE DIESEL,37611.00,SMB
01/16/24,8141443095,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37612.00,SMB
04/15/24,8142605030,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37612.00,SMB
05/13/24,8142961102,AU THDPTY COOGEE ROCKINGHAM,TALISON LITHIUM MSA,BP ULTIMATE DIESEL,37612.00,SMB
06/05/24,8143277667,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37612.00,SMB
07/27/24,8144019506,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37612.00,SMB
11/28/24,8145765342,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37612.00,SMB
12/02/24,8145796051,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37612.00,SMB
02/01/25,8146565563,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37612.00,SMB
02/04/25,8146594428,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37612.00,SMB
02/06/25,8146641513,AU TERM KEWDALE,PIACENTINI - TIWEST PROJECT CATABY,ULSD 10PPM,37612.00,SMB
05/02/25,8147795264,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37612.00,SMB
01/30/24,8141609044,AU THDPTY COOGEE ROCKINGHAM,AWR - KWINANA - A25713,BP ULTIMATE DIESEL,37613.00,SMB
02/23/24,8141899938,AU THDPTY COOGEE ROCKINGHAM,BGC HAZELMERE,ULSD 10PPM,37613.00,SMB
04/05/24,8142452158,AU THDPTY COOGEE ROCKINGHAM,BGC PRECAST KWINANA BEACH,ULSD 10PPM,37613.00,SMB
05/07/24,8142857996,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,37613.00,SMB
07/01/24,8143618693,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37613.00,SMB
10/01/24,8144966805,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37613.00,SMB
11/04/24,8145418861,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL COOLUP EX COOGEE,ULSD 10PPM,37613.00,SMB
01/21/25,8146415137,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37613.00,SMB
05/28/25,8148178007,AU THDPTY COOGEE ROCKINGHAM,AWR KWINANA A25713,BP ULTIMATE DIESEL,37613.00,SMB
06/17/25,8148419331,AU THDPTY COOGEE ROCKINGHAM,AWR KWINANA A25713,BP ULTIMATE DIESEL,37613.00,SMB
05/12/24,8142963954,AU THDPTY COOGEE ROCKINGHAM,TALISON LITHIUM MSA,BP ULTIMATE DIESEL,37614.00,SMB
07/03/24,8143698232,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 WORSLEY REFINERY MAIN,ULSD 10PPM,37614.00,SMB
07/24/24,8143962387,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37614.00,SMB
09/25/24,8144861869,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37614.00,SMB
10/19/24,8145213156,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,37614.00,SMB
11/01/24,8145406697,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,37614.00,SMB
